,Score_date,Business Type,Main Category,Checking Result (Sub Category),Background detail- ID,Team/Category
5967,2023-10-31,AFI,Customer,Not meet expectation,Limit cannot be used,Submission of Limit/Credit Points
5968,2023-10-31,AFI/ASI,Customer,Issue not clear,Consultation related to complaints and suggestions that cannot be identified,No Category
5969,2023-10-31,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
5970,2023-10-31,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
5971,2023-10-31,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
5972,2023-10-31,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
5973,2023-10-31,AFI,Customer,Not meet expectation,Not due but contacted,Collection
5974,2023-10-31,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
5975,2023-10-31,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
5976,2023-10-31,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
5977,2023-10-31,AFI,Customer,Not meet expectation,Top-FAQ 10 AFI,No Category
5978,2023-10-31,AFI,Customer,Not meet expectation,Top-FAQ 10 AFI,No Category
5979,2023-11-01,AFI,Customer,Not meet expectation,How to apply for a loan,Loan
5980,2023-11-01,AFI/ASI,Customer,Not meet expectation,Customer service complaints,No Category
5981,2023-11-01,AFI/ASI,Customer,Not meet expectation,Customer service complaints,No Category
5982,2023-11-01,AFI,Customer,Not meet expectation,Loan limit decreases,Loan
5983,2023-11-01,AFI,Customer,Not meet expectation,Lost credit limit constraints,Submission of Limit/Credit Points
5984,2023-11-01,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
5985,2023-11-01,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
5986,2023-11-01,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
5987,2023-11-01,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
5988,2023-11-01,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
5989,2023-11-01,AFI,Customer,Not meet expectation,Loan limit decreases,Loan
5990,2023-11-01,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
5991,2023-11-01,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
5992,2023-11-01,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
5993,2023-11-01,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
5994,2023-11-01,AFI,Customer,Not meet expectation,Loan limit decreases,Loan
5995,2023-11-01,AFI,Customer,Not meet expectation,Can't make loans,Loan
5996,2023-11-01,AFI,Customer,Not meet expectation,Loan application back after the bill is paid off,Loan
5997,2023-11-01,AFI,Operational,Question Keyword,Paylater limit cannot be used,Submission of Limit/Credit Points
5998,2023-11-01,AFI,Operational,Question Keyword,Paylater limit cannot be used,Submission of Limit/Credit Points
5999,2023-11-01,AFI,Customer,Not meet expectation,Paylater cannot be used again,Submission of Limit/Credit Points
6000,2023-11-01,AFI,Customer,Not meet expectation,Paylater cannot be used again,Submission of Limit/Credit Points
6001,2023-11-01,AFI,Customer,Not meet expectation,Cannot apply for a loan,Loan
6002,2023-11-01,AFI,Operational,Question Keyword,Loan application is rejected,Loan
6003,2023-11-01,AFI,Customer,Not meet expectation,Failure to Use Paylater Limit,Submission of Limit/Credit Points
6004,2023-11-01,AFI,Customer,Not meet expectation,Failure to Use Paylater Limit,Submission of Limit/Credit Points
6005,2023-11-01,AFI,Customer,Not meet expectation,Limit cannot be used,Submission of Limit/Credit Points
6006,2023-11-01,AFI/ASI,Customer,Issue not clear,Consultation related to complaints and suggestions that cannot be identified,No Category
6007,2023-11-01,AFI/ASI,Customer,Issue not clear,Consultation related to complaints and suggestions that cannot be identified,No Category
6008,2023-11-01,AFI/ASI,Customer,Not meet expectation,Connect to CS,No Category
6009,2023-11-01,AFI/ASI,Customer,Not meet expectation,Connect to CS,No Category
6010,2023-11-01,ASI,Customer,Not meet expectation,Phone balance has not been received,Voucher
6011,2023-11-01,ASI,Customer,Not meet expectation,Phone balance has not been received,Voucher
6012,2023-11-01,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
6013,2023-11-01,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
6014,2023-11-01,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
6015,2023-11-01,AFI,SOP Improvement,FAQ Revision Q&A ,Can't submit a loan,Loan
6016,2023-11-01,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
6017,2023-11-01,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
6018,2023-11-01,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
6019,2023-11-01,AFI,Customer,Not meet expectation,Top-FAQ 10 AFI,No Category
6020,2023-11-01,AFI,Customer,Not meet expectation,Top-FAQ 10 AFI,No Category
6021,2023-11-02,ASI,Customer,Not meet expectation,Phone balance has not been received,Voucher
6022,2023-11-02,ASI,Customer,Not meet expectation,Phone balance has not been received,Voucher
6023,2023-11-02,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
6024,2023-11-02,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
6025,2023-11-02,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
6026,2023-11-02,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
6027,2023-11-02,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
6028,2023-11-02,AFI,Customer,Not meet expectation,Loan limit decreases,Loan
6029,2023-11-02,AFI,Customer,Not meet expectation,Loan limit decreases,Loan
6030,2023-11-02,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
6031,2023-11-02,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
6032,2023-11-02,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
6033,2023-11-02,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
6034,2023-11-02,AFI,Customer,Not meet expectation,Can't make loans,Loan
6035,2023-11-02,AFI,Customer,Not meet expectation,Paylater limit cannot be used,Submission of Limit/Credit Points
6036,2023-11-02,AFI,Customer,Not meet expectation,Paylater limit cannot be used,Submission of Limit/Credit Points
6037,2023-11-02,AFI,Customer,Not meet expectation,Paylater cannot be used again,Submission of Limit/Credit Points
6038,2023-11-02,AFI,Customer,Not meet expectation,"On time paying loans, but can't borrow",Loan
6039,2023-11-02,AFI,Customer,Not meet expectation,Cannot apply for a loan,Loan
6040,2023-11-02,AFI,Customer,Not meet expectation,Failure to Use Paylater Limit,Submission of Limit/Credit Points
6041,2023-11-02,AFI,Customer,Not meet expectation,Failure to Use Paylater Limit,Submission of Limit/Credit Points
6042,2023-11-02,AFI,Customer,Not meet expectation,Limit cannot be used,Submission of Limit/Credit Points
6043,2023-11-02,AFI/ASI,Customer,Issue not clear,Consultation related to complaints and suggestions that cannot be identified,No Category
6044,2023-11-02,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
6045,2023-11-02,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
6046,2023-11-02,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
6047,2023-11-02,AFI,Customer,Not meet expectation,Failure to pay,Installment/Payment Gateway
6048,2023-11-02,AFI,SOP Improvement,FAQ Revision Q&A ,Can't submit a loan,Loan
6049,2023-11-02,AFI,SOP Improvement,FAQ Revision Q&A ,Can't submit a loan,Loan
6050,2023-11-02,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
6051,2023-11-02,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
6052,2023-11-02,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
6053,2023-11-02,AFI,Customer,Not meet expectation,Top-FAQ 10 AFI,No Category
6054,2023-11-02,AFI,Customer,Not meet expectation,Top-FAQ 10 AFI,No Category
6055,2023-11-03,ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
6056,2023-11-03,ASI,Customer,Not meet expectation,Data Package Not Received,Voucher
6057,2023-11-03,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
6058,2023-11-03,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
6059,2023-11-03,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
6060,2023-11-03,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
6061,2023-11-03,AFI,Customer,Not meet expectation,Loan limit decreases,Loan
6062,2023-11-03,AFI,Customer,Issue not clear,Postponement of bill payments,Collection
6063,2023-11-03,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
6064,2023-11-03,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
6065,2023-11-03,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
6066,2023-11-03,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
6067,2023-11-03,AFI,Customer,Not meet expectation,Loan limit decreases,Loan
6068,2023-11-03,AFI,Customer,Not meet expectation,Can't make loans,Loan
6069,2023-11-03,AFI/ASI,Customer,Not meet expectation,Customer service complaints,No Category
6070,2023-11-03,AFI,Customer,Not meet expectation,Loan limit decreases,Loan
6071,2023-11-03,AFI,Customer,Not meet expectation,Do not have BPJS/NPWP for loans,Loan
6072,2023-11-03,AFI,Customer,Not meet expectation,Paylater limit cannot be used,Submission of Limit/Credit Points
6073,2023-11-03,AFI,Customer,Not meet expectation,Paylater limit cannot be used,Submission of Limit/Credit Points
6074,2023-11-03,AFI,Customer,Not meet expectation,Paylater limit cannot be used,Submission of Limit/Credit Points
6075,2023-11-03,AFI,Customer,Not meet expectation,Paylater cannot be used again,Submission of Limit/Credit Points
6076,2023-11-03,AFI,Customer,Not meet expectation,Loan limit does not rise,Loan
6077,2023-11-03,AFI,Customer,Not meet expectation,"On time paying loans, but can't borrow",Loan
6078,2023-11-03,AFI,Customer,Not meet expectation,Cannot apply for a loan,Loan
6079,2023-11-03,AFI,Operational,Question Keyword,Loan application is rejected,Loan
6080,2023-11-03,AFI,Customer,Not meet expectation,Failure to Use Paylater Limit,Submission of Limit/Credit Points
6081,2023-11-03,AFI,Customer,Not meet expectation,Failure to Use Paylater Limit,Submission of Limit/Credit Points
6082,2023-11-03,AFI,Customer,Not meet expectation,Failure to Use Paylater Limit,Submission of Limit/Credit Points
6083,2023-11-03,AFI,Customer,Not meet expectation,Limit cannot be used,Submission of Limit/Credit Points
6084,2023-11-03,AFI,Customer,Not meet expectation,Limit cannot be used,Submission of Limit/Credit Points
6085,2023-11-03,AFI/ASI,Customer,Issue not clear,Consultation related to complaints and suggestions that cannot be identified,No Category
6086,2023-11-03,AFI/ASI,Customer,Issue not clear,Consultation related to complaints and suggestions that cannot be identified,No Category
6087,2023-11-03,AFI/ASI,Customer,Issue not clear,Consultation related to complaints and suggestions that cannot be identified,No Category
6088,2023-11-03,AFI/ASI,Customer,Not meet expectation,Connect to CS,No Category
6089,2023-11-03,AFI/ASI,Customer,Not meet expectation,Connect to CS,No Category
6090,2023-11-03,AFI/ASI,Customer,Not meet expectation,Connect to CS,No Category
6091,2023-11-03,ASI,Customer,Not meet expectation,Phone balance has not been received,Voucher
6092,2023-11-03,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
6093,2023-11-03,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
6094,2023-11-03,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
6095,2023-11-03,AFI,Customer,Not meet expectation,Can't make payments,Installment/Payment Gateway
6096,2023-11-03,AFI,Customer,Not meet expectation,Not due but contacted,Collection
6097,2023-11-03,AFI,Customer,Not meet expectation,Not due but contacted,Collection
6098,2023-11-03,AFI,Customer,Not meet expectation,Failure to pay,Installment/Payment Gateway
6099,2023-11-03,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
6100,2023-11-03,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
6101,2023-11-03,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
6102,2023-11-03,AFI,Customer,Not meet expectation,Top-FAQ 10 AFI,No Category
6103,2023-11-03,AFI,Customer,Not meet expectation,Top-FAQ 10 AFI,No Category
6104,2023-11-04,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
6105,2023-11-04,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
6106,2023-11-04,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
6107,2023-11-04,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
6108,2023-11-04,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
6109,2023-11-04,AFI,Customer,Not meet expectation,Loan limit decreases,Loan
6110,2023-11-04,AFI,Customer,Issue not clear,Postponement of bill payments,Collection
6111,2023-11-04,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
6112,2023-11-04,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
6113,2023-11-04,AFI,Customer,Not meet expectation,Failed to apply for a loan,Loan
6114,2023-11-04,AFI,Customer,Not meet expectation,Loan limit decreases,Loan
6115,2023-11-04,AFI,Customer,Not meet expectation,Can't make loans,Loan
6116,2023-11-04,AFI,Customer,Not meet expectation,Credit Score Check,Submission of Limit/Credit Points
6117,2023-11-04,AFI,Customer,Not meet expectation,Do not have BPJS/NPWP for loans,Loan
6118,2023-11-04,AFI,Customer,Not meet expectation,Paylater limit cannot be used,Submission of Limit/Credit Points
6119,2023-11-04,AFI,Customer,Not meet expectation,Paylater limit cannot be used,Submission of Limit/Credit Points
6120,2023-11-04,AFI,Customer,Not meet expectation,Paylater cannot be used again,Submission of Limit/Credit Points
6121,2023-11-04,AFI,Customer,Not meet expectation,"On time paying loans, but can't borrow",Loan
6122,2023-11-04,AFI,Customer,Not meet expectation,Cannot apply for a loan,Loan
6123,2023-11-04,AFI,Customer,Not meet expectation,Cannot apply for a loan,Loan
6124,2023-11-04,AFI,Customer,Not meet expectation,Failure to Use Paylater Limit,Submission of Limit/Credit Points
6125,2023-11-04,AFI,Customer,Not meet expectation,Failure to Use Paylater Limit,Submission of Limit/Credit Points
6126,2023-11-04,AFI,Customer,Not meet expectation,Limit cannot be used,Submission of Limit/Credit Points
6127,2023-11-04,AFI,Customer,Not meet expectation,Limit cannot be used,Submission of Limit/Credit Points
6128,2023-11-04,AFI/ASI,Customer,Issue not clear,Consultation related to complaints and suggestions that cannot be identified,No Category
6129,2023-11-04,ASI,Customer,Not meet expectation,Phone balance has not been received,Voucher
6130,2023-11-04,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
6131,2023-11-04,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
6132,2023-11-04,AFI/ASI,Customer,Issue not clear,chit-chat not identifikasi,No Category
6133,2023-11-04,AFI,SOP Improvement,FAQ Revision Q&A ,Can't submit a loan,Loan
6134,2023-11-04,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
6135,2023-11-04,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
6136,2023-11-04,ASI,Classification details,Top-FAQ 10 ASI,Top-FAQ 10 ASI,No Category
6137,2023-11-04,AFI,Customer,Not meet expectation,Top-FAQ 10 AFI,No Category
6138,2023-11-04,AFI,Customer,Not meet expectation,Top-FAQ 10 AFI,No Category
6139,2023-11-05,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
6140,2023-11-05,AFI,Customer,Not meet expectation,Cannot be installments,Submission of Limit/Credit Points
